file,pred_camera_view,true_camera_view
1068_D.jpg,Behind Home,Behind Home
1069_B.jpg,"Batter, 3B side","Batter, 3B side"
1069_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1069_A.jpg,Behind Pitcher,Behind Pitcher
1070_A.jpg,Behind Pitcher,Behind Pitcher
1069_D.jpg,Behind Home,Behind Home
1070_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1070_D.jpg,Behind Home,Behind Home
1070_B.jpg,"Batter, 3B side","Batter, 3B side"
1071_A.jpg,Behind Pitcher,Behind Pitcher
1071_B.jpg,"Batter, 3B side","Batter, 3B side"
1071_D.jpg,Behind Home,Behind Home
1071_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1072_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1072_B.jpg,"Batter, 3B side","Batter, 3B side"
1072_A.jpg,Behind Pitcher,Behind Pitcher
1073_A.jpg,Behind Pitcher,Behind Pitcher
1072_D.jpg,Behind Home,Behind Home
1073_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1073_B.jpg,"Batter, 3B side","Batter, 3B side"
1073_D.jpg,Behind Home,Behind Home
1074_A.jpg,Behind Pitcher,Behind Pitcher
1074_B.jpg,"Batter, 3B side","Batter, 3B side"
1074_D.jpg,Behind Home,Behind Home
1074_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1075_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1075_B.jpg,"Batter, 3B side","Batter, 3B side"
1075_A.jpg,Behind Pitcher,Behind Pitcher
1075_D.jpg,Behind Home,Behind Home
1076_A.jpg,Behind Pitcher,Behind Pitcher
1076_B.jpg,"Batter, 3B side","Batter, 3B side"
1076_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1077_A.jpg,Behind Pitcher,Behind Pitcher
1077_B.jpg,"Batter, 3B side","Batter, 3B side"
1076_D.jpg,Behind Home,Behind Home
1077_D.jpg,Behind Home,Behind Home
1077_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1078_A.jpg,Behind Pitcher,Behind Pitcher
1078_B.jpg,"Batter, 3B side","Batter, 3B side"
1078_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1079_A.jpg,Behind Pitcher,Behind Pitcher
1078_D.jpg,Behind Home,Behind Home
1079_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1079_B.jpg,"Batter, 3B side","Batter, 3B side"
1079_D.jpg,Behind Home,Behind Home
1080_A.jpg,Behind Pitcher,Behind Pitcher
1080_B.jpg,"Batter, 3B side","Batter, 3B side"
1080_D.jpg,Behind Home,Behind Home
1080_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1081_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1081_B.jpg,"Batter, 3B side","Batter, 3B side"
1081_A.jpg,Behind Pitcher,Behind Pitcher
1081_D.jpg,Behind Home,Behind Home
1082_A.jpg,Behind Pitcher,Behind Pitcher
1082_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1082_B.jpg,"Batter, 3B side","Batter, 3B side"
1082_D.jpg,Behind Home,Behind Home
1083_A.jpg,Behind Pitcher,Behind Pitcher
1083_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1083_B.jpg,"Batter, 3B side","Batter, 3B side"
1083_D.jpg,Behind Home,Behind Home
1084_B.jpg,"Batter, 3B side","Batter, 3B side"
1084_A.jpg,Behind Pitcher,Behind Pitcher
1084_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1085_A.jpg,Behind Pitcher,Behind Pitcher
1084_D.jpg,Behind Home,Behind Home
1085_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1085_B.jpg,"Batter, 3B side","Batter, 3B side"
1086_A.jpg,Behind Pitcher,Behind Pitcher
1085_D.jpg,Behind Home,Behind Home
1086_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1086_D.jpg,Behind Home,Behind Home
1086_B.jpg,"Batter, 3B side","Batter, 3B side"
1087_A.jpg,Behind Pitcher,Behind Pitcher
1087_B.jpg,"Batter, 3B side","Batter, 3B side"
1087_D.jpg,Behind Home,Behind Home
1088_A.jpg,Behind Pitcher,Behind Pitcher
1087_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1088_D.jpg,Behind Home,Behind Home
1088_B.jpg,"Batter, 3B side","Batter, 3B side"
1088_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1089_A.jpg,Behind Pitcher,Behind Pitcher
1089_B.jpg,"Batter, 3B side","Batter, 3B side"
1089_D.jpg,Behind Home,Behind Home
1089_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1090_A.jpg,Behind Pitcher,Behind Pitcher
1090_B.jpg,"Batter, 3B side","Batter, 3B side"
1090_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1090_D.jpg,Behind Home,Behind Home
1091_A.jpg,Behind Pitcher,Behind Pitcher
1091_B.jpg,"Batter, 3B side","Batter, 3B side"
1091_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1092_A.jpg,Behind Pitcher,Behind Pitcher
1091_D.jpg,Behind Home,Behind Home
1092_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1092_B.jpg,"Batter, 3B side","Batter, 3B side"
1092_D.jpg,Behind Home,Behind Home
1093_B.jpg,"Batter, 3B side","Batter, 3B side"
1093_A.jpg,Behind Pitcher,Behind Pitcher
1093_D.jpg,Behind Home,Behind Home
1093_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1094_A.jpg,Behind Pitcher,Behind Pitcher
1094_B.jpg,"Batter, 3B side","Batter, 3B side"
1094_D.jpg,Behind Home,Behind Home
1095_A.jpg,Behind Pitcher,Behind Pitcher
1094_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1095_D.jpg,Behind Home,Behind Home
1095_B.jpg,"Batter, 3B side","Batter, 3B side"
1095_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1096_B.jpg,"Batter, 3B side","Batter, 3B side"
1096_A.jpg,Behind Pitcher,Behind Pitcher
1096_D.jpg,Behind Home,Behind Home
1096_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1097_A.jpg,Behind Pitcher,Behind Pitcher
1097_B.jpg,"Batter, 3B side","Batter, 3B side"
1097_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1097_D.jpg,Behind Home,Behind Home
1098_A.jpg,Behind Pitcher,Behind Pitcher
1098_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1098_B.jpg,"Batter, 3B side","Batter, 3B side"
1098_D.jpg,Behind Home,Behind Home
1099_A.jpg,Behind Pitcher,Behind Pitcher
1099_B.jpg,"Batter, 3B side","Batter, 3B side"
1099_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1099_D.jpg,Behind Home,Behind Home
1100_A.jpg,Behind Pitcher,Behind Pitcher
1100_B.jpg,"Batter, 3B side","Batter, 3B side"
1100_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1101_A.jpg,Behind Pitcher,Behind Pitcher
1100_D.jpg,Behind Home,Behind Home
1101_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1101_B.jpg,"Batter, 3B side","Batter, 3B side"
1101_D.jpg,Behind Home,Behind Home
1102_B.jpg,"Batter, 3B side","Batter, 3B side"
1102_A.jpg,Behind Pitcher,Behind Pitcher
1102_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1102_D.jpg,Behind Home,Behind Home
1103_A.jpg,Behind Pitcher,Behind Pitcher
1103_B.jpg,"Batter, 3B side","Batter, 3B side"
1103_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1103_D.jpg,Behind Home,Behind Home
1104_A.jpg,Behind Pitcher,Behind Pitcher
1104_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1104_D.jpg,Behind Home,Behind Home
1104_B.jpg,"Batter, 3B side","Batter, 3B side"
1105_B.jpg,"Batter, 3B side","Batter, 3B side"
1105_A.jpg,Behind Pitcher,Behind Pitcher
1106_A.jpg,Behind Pitcher,Behind Pitcher
1105_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1105_D.jpg,Behind Home,Behind Home
1106_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1106_B.jpg,"Batter, 3B side","Batter, 3B side"
1106_D.jpg,Behind Home,Behind Home
1107_A.jpg,Behind Pitcher,Behind Pitcher
1107_B.jpg,"Batter, 3B side","Batter, 3B side"
1107_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1107_D.jpg,Behind Home,Behind Home
1108_B.jpg,"Batter, 3B side","Batter, 3B side"
1108_A.jpg,Behind Pitcher,Behind Pitcher
1108_D.jpg,Behind Home,Behind Home
1109_A.jpg,Behind Pitcher,Behind Pitcher
1108_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1109_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1109_B.jpg,"Batter, 3B side","Batter, 3B side"
1110_A.jpg,Behind Pitcher,Behind Pitcher
1109_D.jpg,Behind Home,Behind Home
1110_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1110_B.jpg,"Batter, 3B side","Batter, 3B side"
1110_D.jpg,Behind Home,Behind Home
1111_B.jpg,"Batter, 3B side","Batter, 3B side"
1111_A.jpg,Behind Pitcher,Behind Pitcher
1111_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1111_D.jpg,Behind Home,Behind Home
1112_B.jpg,"Batter, 3B side","Batter, 3B side"
1112_A.jpg,Behind Pitcher,Behind Pitcher
1113_A.jpg,Behind Pitcher,Behind Pitcher
1112_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1112_D.jpg,Behind Home,Behind Home
1113_B.jpg,"Batter, 3B side","Batter, 3B side"
1113_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1113_D.jpg,Behind Home,Behind Home
1114_B.jpg,"Batter, 3B side","Batter, 3B side"
1114_A.jpg,Behind Pitcher,Behind Pitcher
1114_D.jpg,Behind Home,Behind Home
1114_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1115_A.jpg,Behind Pitcher,Behind Pitcher
1115_B.jpg,"Batter, 3B side","Batter, 3B side"
1116_A.jpg,Behind Pitcher,Behind Pitcher
1115_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1115_D.jpg,Behind Home,Behind Home
1116_B.jpg,"Batter, 3B side","Batter, 3B side"
1116_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1117_A.jpg,Behind Pitcher,Behind Pitcher
1116_D.jpg,Behind Home,Behind Home
1117_B.jpg,"Batter, 3B side","Batter, 3B side"
1117_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1117_D.jpg,Behind Home,Behind Home
1118_A.jpg,Behind Pitcher,Behind Pitcher
1118_B.jpg,"Batter, 3B side","Batter, 3B side"
1118_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1118_D.jpg,Behind Home,Behind Home
1119_A.jpg,Behind Pitcher,Behind Pitcher
1119_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1119_B.jpg,"Batter, 3B side","Batter, 3B side"
1119_D.jpg,Behind Home,Behind Home
1120_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1120_A.jpg,Behind Pitcher,Behind Pitcher
1120_B.jpg,"Batter, 3B side","Batter, 3B side"
1120_D.jpg,Behind Home,Behind Home
1121_B.jpg,"Batter, 3B side","Batter, 3B side"
1121_A.jpg,Behind Pitcher,Behind Pitcher
1122_A.jpg,Behind Pitcher,Behind Pitcher
1121_D.jpg,Behind Home,Behind Home
1121_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1122_B.jpg,"Batter, 3B side","Batter, 3B side"
1122_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1122_D.jpg,Behind Home,Behind Home
1123_A.jpg,Behind Pitcher,Behind Pitcher
1123_B.jpg,"Batter, 3B side","Batter, 3B side"
1123_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1123_D.jpg,Behind Home,Behind Home
1124_A.jpg,Behind Pitcher,Behind Pitcher
1124_B.jpg,"Batter, 3B side","Batter, 3B side"
1125_A.jpg,Behind Pitcher,Behind Pitcher
1124_D.jpg,Behind Home,Behind Home
1124_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1125_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1125_B.jpg,"Batter, 3B side","Batter, 3B side"
1125_D.jpg,Behind Home,Behind Home
1126_A.jpg,Behind Pitcher,Behind Pitcher
1126_B.jpg,"Batter, 3B side","Batter, 3B side"
1126_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1126_D.jpg,Behind Home,Behind Home
1127_A.jpg,Behind Pitcher,Behind Pitcher
1127_B.jpg,"Batter, 3B side","Batter, 3B side"
1127_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1127_D.jpg,Behind Home,Behind Home
1128_A.jpg,Behind Pitcher,Behind Pitcher
1128_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1128_B.jpg,"Batter, 3B side","Batter, 3B side"
1128_D.jpg,Behind Home,Behind Home
1129_A.jpg,Behind Pitcher,Behind Pitcher
1129_B.jpg,"Batter, 3B side","Batter, 3B side"
1129_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1129_D.jpg,Behind Home,Behind Home
1130_A.jpg,Behind Pitcher,Behind Pitcher
1130_B.jpg,"Batter, 3B side","Batter, 3B side"
1130_D.jpg,Behind Home,Behind Home
1130_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1131_A.jpg,Behind Pitcher,Behind Pitcher
1131_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1131_B.jpg,"Batter, 3B side","Batter, 3B side"
1131_D.jpg,Behind Home,Behind Home
1132_A.jpg,Behind Pitcher,Behind Pitcher
1132_B.jpg,"Batter, 3B side","Batter, 3B side"
1132_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1133_A.jpg,Behind Pitcher,Behind Pitcher
1132_D.jpg,Behind Home,Behind Home
1133_B.jpg,"Batter, 3B side","Batter, 3B side"
1133_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1133_D.jpg,Behind Home,Behind Home
1134_B.jpg,"Batter, 3B side","Batter, 3B side"
1134_A.jpg,Behind Pitcher,Behind Pitcher
1134_D.jpg,Behind Home,Behind Home
1135_A.jpg,Behind Pitcher,Behind Pitcher
1134_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1135_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1135_B.jpg,"Batter, 3B side","Batter, 3B side"
1135_D.jpg,Behind Home,Behind Home
1136_A.jpg,Behind Pitcher,Behind Pitcher
1136_B.jpg,"Batter, 3B side","Batter, 3B side"
1136_D.jpg,Behind Home,Behind Home
1136_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1137_B.jpg,"Batter, 3B side","Batter, 3B side"
1137_A.jpg,Behind Pitcher,Behind Pitcher
1137_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1137_D.jpg,Behind Home,Behind Home
1138_A.jpg,Behind Pitcher,Behind Pitcher
1138_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1138_B.jpg,"Batter, 3B side","Batter, 3B side"
1139_A.jpg,Behind Pitcher,Behind Pitcher
1138_D.jpg,Behind Home,Behind Home
1139_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1139_B.jpg,"Batter, 3B side","Batter, 3B side"
1139_D.jpg,Behind Home,Behind Home
1140_A.jpg,Behind Pitcher,Behind Pitcher
1140_B.jpg,"Batter, 3B side","Batter, 3B side"
1140_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1140_D.jpg,Behind Home,Behind Home
1141_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1141_B.jpg,"Batter, 3B side","Batter, 3B side"
1141_A.jpg,Behind Pitcher,Behind Pitcher
1142_A.jpg,Behind Pitcher,Behind Pitcher
1141_D.jpg,Behind Home,Behind Home
1142_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1142_D.jpg,Behind Home,Behind Home
1142_B.jpg,"Batter, 3B side","Batter, 3B side"
1143_B.jpg,"Batter, 3B side","Batter, 3B side"
1143_A.jpg,Behind Pitcher,Behind Pitcher
1143_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1143_D.jpg,Behind Home,Behind Home
1144_A.jpg,Behind Pitcher,Behind Pitcher
1144_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1144_B.jpg,"Batter, 3B side","Batter, 3B side"
1144_D.jpg,Behind Home,Behind Home
1145_A.jpg,Behind Pitcher,Behind Pitcher
1145_B.jpg,"Batter, 3B side","Batter, 3B side"
1145_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1146_B.jpg,"Batter, 3B side","Batter, 3B side"
1146_A.jpg,Behind Pitcher,Behind Pitcher
1145_D.jpg,Behind Home,Behind Home
1146_D.jpg,Behind Home,Behind Home
1146_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1147_B.jpg,"Batter, 3B side","Batter, 3B side"
1147_A.jpg,Behind Pitcher,Behind Pitcher
1147_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1147_D.jpg,Behind Home,Behind Home
1148_A.jpg,Behind Pitcher,Behind Pitcher
1148_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1148_B.jpg,"Batter, 3B side","Batter, 3B side"
1149_A.jpg,Behind Pitcher,Behind Pitcher
1148_D.jpg,Behind Home,Behind Home
1149_B.jpg,"Batter, 3B side","Batter, 3B side"
1149_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1149_D.jpg,Behind Home,Behind Home
1150_B.jpg,"Batter, 3B side","Batter, 3B side"
1150_A.jpg,Behind Pitcher,Behind Pitcher
1150_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1150_D.jpg,Behind Home,Behind Home
1151_A.jpg,Behind Pitcher,Behind Pitcher
1151_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1151_B.jpg,"Batter, 3B side","Batter, 3B side"
1152_B.jpg,"Batter, 3B side","Batter, 3B side"
1152_A.jpg,Behind Pitcher,Behind Pitcher
1151_D.jpg,Behind Home,Behind Home
1152_D.jpg,Behind Home,Behind Home
1152_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1153_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1153_B.jpg,"Batter, 3B side","Batter, 3B side"
1153_A.jpg,Behind Pitcher,Behind Pitcher
1154_A.jpg,Behind Pitcher,Behind Pitcher
1153_D.jpg,Behind Home,Behind Home
1154_B.jpg,"Batter, 3B side","Batter, 3B side"
1154_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1155_A.jpg,Behind Pitcher,Behind Pitcher
1154_D.jpg,Behind Home,Behind Home
1155_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1155_B.jpg,"Batter, 3B side","Batter, 3B side"
1156_A.jpg,Behind Pitcher,Behind Pitcher
1156_B.jpg,"Batter, 3B side","Batter, 3B side"
1155_D.jpg,Behind Home,Behind Home
1156_D.jpg,Behind Home,Behind Home
1156_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1157_A.jpg,Behind Pitcher,Behind Pitcher
1157_B.jpg,"Batter, 3B side","Batter, 3B side"
1157_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1157_D.jpg,Behind Home,Behind Home
1158_B.jpg,"Batter, 3B side","Batter, 3B side"
1158_A.jpg,Behind Pitcher,Behind Pitcher
1159_A.jpg,Behind Pitcher,Behind Pitcher
1158_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1158_D.jpg,Behind Home,Behind Home
1159_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1159_B.jpg,"Batter, 3B side","Batter, 3B side"
1160_B.jpg,"Batter, 3B side","Batter, 3B side"
1159_D.jpg,Behind Home,Behind Home
1160_A.jpg,Behind Pitcher,Behind Pitcher
1160_D.jpg,Behind Home,Behind Home
1160_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1161_A.jpg,Behind Pitcher,Behind Pitcher
1161_B.jpg,"Batter, 3B side","Batter, 3B side"
1161_D.jpg,Behind Home,Behind Home
1162_A.jpg,Behind Pitcher,Behind Pitcher
1161_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1162_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1162_B.jpg,"Batter, 3B side","Batter, 3B side"
1163_A.jpg,Behind Pitcher,Behind Pitcher
1162_D.jpg,Behind Home,Behind Home
1163_B.jpg,"Batter, 3B side","Batter, 3B side"
1163_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1163_D.jpg,Behind Home,Behind Home
1164_A.jpg,Behind Pitcher,Behind Pitcher
1164_B.jpg,"Batter, 3B side","Batter, 3B side"
1164_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1164_D.jpg,Behind Home,Behind Home
1165_A.jpg,Behind Pitcher,Behind Pitcher
1165_B.jpg,"Batter, 3B side","Batter, 3B side"
1165_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1166_A.jpg,Behind Pitcher,Behind Pitcher
1166_B.jpg,"Batter, 3B side","Batter, 3B side"
1166_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1165_D.jpg,Behind Home,Behind Home
1167_A.jpg,Behind Pitcher,Behind Pitcher
1166_D.jpg,Behind Home,Behind Home
1167_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1167_B.jpg,"Batter, 3B side","Batter, 3B side"
1168_B.jpg,"Batter, 3B side","Batter, 3B side"
1167_D.jpg,Behind Home,Behind Home
1168_A.jpg,Behind Pitcher,Behind Pitcher
1168_D.jpg,Behind Home,Behind Home
1168_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1169_B.jpg,"Batter, 3B side","Batter, 3B side"
1169_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1169_A.jpg,Behind Pitcher,Behind Pitcher
1169_D.jpg,Behind Home,Behind Home
1170_A.jpg,Behind Pitcher,Behind Pitcher
1170_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1170_B.jpg,"Batter, 3B side","Batter, 3B side"
1171_A.jpg,Behind Pitcher,Behind Pitcher
1171_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1170_D.jpg,Behind Home,Behind Home
1171_B.jpg,"Batter, 3B side","Batter, 3B side"
1171_D.jpg,Behind Home,Behind Home
1172_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1172_B.jpg,"Batter, 3B side","Batter, 3B side"
1172_A.jpg,Behind Pitcher,Behind Pitcher
1172_D.jpg,Behind Home,Behind Home
1173_A.jpg,Behind Pitcher,Behind Pitcher
1173_B.jpg,"Batter, 3B side","Batter, 3B side"
1173_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1174_A.jpg,Behind Pitcher,Behind Pitcher
1173_D.jpg,Behind Home,Behind Home
1174_B.jpg,"Batter, 3B side","Batter, 3B side"
1174_D.jpg,Behind Home,Behind Home
1174_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1175_B.jpg,"Batter, 3B side","Batter, 3B side"
1175_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1175_A.jpg,Behind Pitcher,Behind Pitcher
1176_A.jpg,Behind Pitcher,Behind Pitcher
1175_D.jpg,Behind Home,Behind Home
1176_B.jpg,"Batter, 3B side","Batter, 3B side"
1176_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1177_A.jpg,Behind Pitcher,Behind Pitcher
1177_B.jpg,"Batter, 3B side","Batter, 3B side"
1176_D.jpg,Behind Home,Behind Home
1177_D.jpg,Behind Home,Behind Home
1177_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1178_B.jpg,"Batter, 3B side","Batter, 3B side"
1178_A.jpg,Behind Pitcher,Behind Pitcher
1178_D.jpg,Behind Home,Behind Home
1178_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1179_B.jpg,"Batter, 3B side","Batter, 3B side"
1179_A.jpg,Behind Pitcher,Behind Pitcher
1180_A.jpg,Behind Pitcher,Behind Pitcher
1179_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1179_D.jpg,Behind Home,Behind Home
1180_B.jpg,"Batter, 3B side","Batter, 3B side"
1180_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1180_D.jpg,Behind Home,Behind Home
1181_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1181_A.jpg,Behind Pitcher,Behind Pitcher
1181_B.jpg,"Batter, 3B side","Batter, 3B side"
1181_D.jpg,Behind Home,Behind Home
1182_B.jpg,"Batter, 3B side","Batter, 3B side"
1182_A.jpg,Behind Pitcher,Behind Pitcher
1183_A.jpg,Behind Pitcher,Behind Pitcher
1182_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1182_D.jpg,Behind Home,Behind Home
1183_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1183_B.jpg,"Batter, 3B side","Batter, 3B side"
1184_A.jpg,Behind Pitcher,Behind Pitcher
1184_B.jpg,"Batter, 3B side","Batter, 3B side"
1183_D.jpg,Behind Home,Behind Home
1184_D.jpg,Behind Home,Behind Home
1184_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1185_A.jpg,Behind Pitcher,Behind Pitcher
1185_B.jpg,"Batter, 3B side","Batter, 3B side"
1186_A.jpg,Behind Pitcher,Behind Pitcher
1185_D.jpg,Behind Home,Behind Home
1185_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1186_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1186_B.jpg,"Batter, 3B side","Batter, 3B side"
1186_D.jpg,Behind Home,Behind Home
1187_A.jpg,Behind Pitcher,Behind Pitcher
1187_B.jpg,"Batter, 3B side","Batter, 3B side"
1187_D.jpg,Behind Home,Behind Home
1187_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1188_A.jpg,Behind Pitcher,Behind Pitcher
1188_B.jpg,"Batter, 3B side","Batter, 3B side"
1188_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1188_D.jpg,Behind Home,Behind Home
1189_A.jpg,Behind Pitcher,Behind Pitcher
1189_D.jpg,Behind Home,Behind Home
1189_B.jpg,"Batter, 3B side","Batter, 3B side"
1189_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1190_A.jpg,Behind Pitcher,Behind Pitcher
1190_B.jpg,"Batter, 3B side","Batter, 3B side"
1190_D.jpg,Behind Home,Behind Home
1190_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1191_A.jpg,Behind Pitcher,Behind Pitcher
1191_B.jpg,"Batter, 3B side","Batter, 3B side"
1191_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
1191_D.jpg,Behind Home,Behind Home
2767_D.jpg,Behind Home,Behind Home
2768_B.jpg,"Batter, 3B side","Batter, 3B side"
2768_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2768_D.jpg,Behind Home,Behind Home
2769_A.jpg,Behind Pitcher,Behind Pitcher
2769_B.jpg,"Batter, 3B side","Batter, 3B side"
2769_D.jpg,Behind Home,Behind Home
2769_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2770_B.jpg,"Batter, 3B side","Batter, 3B side"
2770_A.jpg,Behind Pitcher,Behind Pitcher
2770_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2770_D.jpg,Behind Home,Behind Home
2771_A.jpg,Behind Pitcher,Behind Pitcher
2771_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2771_B.jpg,"Batter, 3B side","Batter, 3B side"
